orderId,itemId,quantity,price
wDBiJwu48VW7c8N4jc2KCJ,308,Tompouce,1,32.26
spmzwYmsm5qR6m6wAZKby6,301,Curtain,1,60.47
upvwnL1zSsEiR1VE74Vfui,845,Paper,1,30.89
eL19GsmV4S44nfz7E7Qr9N,405,Socks,1,26.61
12LCGkMHc8mxvFV2mhKi18,658,Towel,1,62.81
shiQeBGTpBSbAMmpNfoNM1,536,Socks,1,55.47
8HL25b9BND68KDYM2j4H53,499,Pen,1,7.94
pYgrBbbfK6znpiC6bJGdx6,271,Tompouce,1,5.39
kdwAocvUDt4shwKddDCLLG,210,Bread,1,15.86
5ZK6ngWBRgF2b8TZ5XDwGK,472,Paper,1,5.9
sUJaRFXvBBpg7TpT53p51H,912,Book,1,39.85
byStqmjkCEWqhFwNGLieJt,146,Tompouce,1,20.38
tGu3PNPhHgiy8Bz7c5gfVs,369,Bread,1,29.31
qkTVcsvQF87ytCCmU3pnfs,962,Tompouce,1,35.76
jnACeTvpXa6RFxY3czbd8z,148,Bread,1,62.52
nRqQHuLh2Sa4ej3AYQTpPK,850,Pen,1,69.14
6we41TAqLpqbnezHcU26B6,747,Shirt,1,41.91
rhEczpwGrKMZ9rHseZpM7e,755,Curtain,1,13.62
7wDfoeB6icYtxHkgpxMRNL,469,Pen,1,21.13
sDkpBMHBLQhsYV98c3pdxz,286,Book,1,21.51
4T3Kx84io9byYPZDDyZ8ca,755,Socks,1,12.69
1ffNrQUegUZzBuh5jEifRW,582,Paper,1,39.51
b7xDfQdRCdAG7syBPrffuS,513,Bread,1,73.89
m74T76TXJKhUR8ogmvRwfN,174,Shirt,1,6.27
tQfkRtcGRQwrC5MuEhb2Rf,601,Paper,1,12.62
qdGFhNRGkqkxK6iVcwqsWK,915,Bread,1,49.83
n86prS7ibEcGR8jV3YVEms,354,Pen,1,66.29
sn1H38LKPz3PnEkotF41Tf,878,Paper,1,11.65
omjfBMRw1mczHGrw8qDMZx,813,Pen,1,43.46
regiog1FPL3jW9mv2KtVzs,633,Tompouce,1,41.52
8pjyVnffNcE2or4a2U48K1,520,Pen,1,65.64
6wc5eekr945Y4T6oPiZ7Qk,622,Tompouce,1,5.94
v1YBn7y26wcgC2bfpY27oP,802,Paper,1,40.53
k5L3CbNGat4ntWUv6iHBaT,677,Paper,1,53.51
cgGrfT4ixSjhGuLuaMvDSU,785,Socks,1,32.09
knAqPeYen6yYr9aNEF6vuY,170,Pen,1,34.3
h2nSqBF4mUAtDBRG2EWibE,546,Pen,1,4.72
dHsNiao99Dk5BE4dTCvV72,326,Shirt,1,51.77
5P3dFaYCcPjLXztPE6cSEZ,287,Towel,1,18.55
bvRVsh2Nr86g1WbQcZNBQR,381,Bread,1,26.12
n2zk1C9tEXvxsUBgawwuC5,555,Pen,1,11.95
t5muChZmG2HHJm2MMG9rfK,417,Socks,1,36.89
tKF6VT5xM5JPtjvsz7hKW8,169,Socks,1,52.86
uDDtt2YhEHwvRHJ6umHdXL,202,Curtain,1,28.94
cvvUg47Rv5SbgREGUdHRJ3,117,Socks,1,25.7
enres8zVtmaxS5atUMtBCJ,490,Shirt,1,55.26
t3qLc5VwqP4HsqTz8dXcGD,941,Towel,1,14.72
cqmr3DLo1tQZSp3j8h54qd,935,Towel,1,81.53
phcd5eaY991PoqCcDyVpnM,316,Pen,1,18.03
rT7MAqSXi7xAnahsL6a3ge,953,Towel,1,61.23
5QVDFiKVh1Q33qJiWksTW3,625,Book,1,29.3
mTpZqT61SyaNZkXmfM7pzK,137,Pen,1,74.32
sJVFeVt6VFYvzaPWmBko4U,981,Socks,1,52.8
rHCnwXYek577ME4VgS624i,461,Shirt,1,20.6
vfbE3FQFYkLtq4RjpQf61A,871,Towel,1,45.35
89vhyDj1FV2g9BPSRAGK4z,639,Shirt,1,46.15
7YwWXpFn6m3hh4qKDaJMWr,340,Paper,1,32.88
7XdH9dYNMjg2ysBaR41A2k,291,Shirt,1,21.94
7BvN3PC67jhNuaAPjPERBd,716,Tompouce,1,39.76
vccrMGhQJhHyeGes5QxkU7,340,Tompouce,1,13.38
nkhVp1AEjehdkZdAipaRWS,738,Shirt,1,23.8
1fP25HeZQdL4411XyCvBab,587,Paper,1,9.74
8ecGYTVFUVAQ6dvtixnAi2,721,Socks,1,52.93
nUvRTmGiKcEcpepUNxkTxW,899,Towel,1,63.9
n5gDYxZni32YSEVtPm7VPx,839,Towel,1,22.42
c1UzpHADG32fVbefedNYGb,642,Bread,1,76.47
isgyy2Zn8Y1XfcJeLy9PLN,738,Curtain,1,65.38
3z9c5XjfrzNRt5u88gEpeo,328,Towel,1,32.19
wKtM5nkRM5g7b6ePrck8vU,857,Towel,1,69.32
99t8TinkxBJNv9H9gGo4eU,291,Towel,1,59.35
bHj6Quf1WTmNV9xkUD9UF4,493,Shirt,1,33.02
aKEUdDA3BBcL5udqnbQwyQ,546,Towel,1,31.17
mf5RhhM8vRXMuLLS9UJBJ9,325,Shirt,1,77.72
ibe2hRKrG7pGHP78ZkiXu4,602,Paper,1,71.86
7Nz1gXLvdgWovNvRpkLqD7,565,Pen,1,61.49
4JxcmKojtP8kzwP92uJhed,938,Pen,1,49.48
22BgHq5wa3m8ATKyeQyKad,179,Curtain,1,38.3
2MmaVGrHHy4kPa8WsWemGH,744,Book,1,24.6
vQQdjsKQeR42RXisTR6Jav,613,Curtain,1,56.65
gdVAhirETesZxuTZtF1hRv,219,Tompouce,1,19.95
sgaxAQpu8gAapU1vb8TVsc,660,Bread,1,28.87
62nzHAmHyrFS95tygknmjf,635,Towel,1,75.95
pdrQCdmTzLWpuC5e9Kwdzs,412,Shirt,1,54.94
483pQYW6KLSr24Zo92xypd,302,Curtain,1,10.48
9vpF3xH4pzrC7FXRe6Yv4c,826,Book,1,28.63
pb35a4D8fibycALdBEsgsg,138,Shirt,1,59.59
k17JC8YZFTf5gjqPhVdV8P,962,Book,1,73.72
rSz3A67HJDV96VcqgwKRv5,293,Book,1,5.45
aagxDQKPRGfWwe1yjUbqNU,650,Tompouce,1,65.87
r2dek2D8ZQBDkpMoQyHZM5,457,Paper,1,67.96
rXbU2SM3rh9w2WM2m1ZAak,606,Book,1,46.31
tn5pNxt15Poi5VBRou2kwp,203,Towel,1,18.63
kfFrEdiegVzYnXz3Q89vbd,389,Socks,1,22.34
7vrQBrzSWnguPz4UEVGFky,330,Socks,1,48.88
uT9Hzp8jgYCd6knFXHdS8v,892,Tompouce,1,23.33
5yi1Pggz3SVLU7YrtNaH95,861,Curtain,1,70.16
uP87U89GJC2RxBZidwfmk6,576,Book,1,47.51
un4bHGS93QWF2f23fcPmd6,192,Book,1,12.91
rWzygzfMU1DEjAaLXTy1p1,445,Curtain,1,31.93
9Cqspcq7QWyZVdmRkWoWNx,301,Shirt,1,15.19
nmPr2am3EGsYuZzzmTbUVK,544,Socks,1,20.21
p4VvuE2KVkqjxXXAaHttbH,378,Socks,1,38.56
53KwDro14vSbFfg3ertBC1,157,Bread,1,17.76
pbvqAEx2xomrjnD6xkicm1,815,Paper,1,47.35
ivLRDQGwexFGZbvvewC3fg,302,Shirt,1,33.42
hFwpzDTRxjsTYrbn5wcCBY,939,Pen,1,13.25
3W6mscb8LihSac1vvKEzhz,810,Pen,1,45.43
5KCCDFuA6rfzroZnBo6Uxf,512,Bread,1,29.97
bkmUurLbQ6YqjgpR5yaESN,186,Pen,1,81.47
jraoqJKZjo7DZpfNMAwUce,679,Tompouce,1,29.51
mitKmWRpkXdTXTCK7y1GMu,828,Towel,1,6.18
1Z2WuEvukWfg7yjjxR38r9,98,Book,1,52.7
f3AoLDaLnDbe4o9SWjXiTi,324,Curtain,1,62.31
aUfBFZKgdw1EJKWXUWP1uN,549,Book,1,36.52
8LPaw25xYTBo6yoD9ErnvL,989,Curtain,1,9.77
pbXfbdRi3D4Lx3S9yjUs3z,816,Shirt,1,48.3
3aUrVucRA5Zf9YWMCmKrFn,904,Socks,1,11.31
k977mZBAzdxnvoXTYhKbpL,348,Tompouce,1,51.13
mp1iQUUVqiGw64ajBxTwR2,813,Bread,1,44.37
o6j9A4x21vQT4eCfC6nuaa,660,Book,1,54.12
2d5AaG5XyV4wCwYji2iD9o,445,Paper,1,38.64
aZHmBPFH7fakEdUmwtnZaD,850,Curtain,1,45.92
sfh4d2Xca6yWbba7X9cG8i,146,Shirt,1,68.78
5F48SuozHVWhSp1dvKDzLG,115,Tompouce,1,22.84
qjxmxejcnkRCP4XifWtRPY,556,Shirt,1,38.09
hhqK1Ttq7sykV3WnMd71za,629,Shirt,1,11.11
6jd9jnybJqRLUrFAUKkKQX,873,Book,1,31.9
1zcoQ4T7tACVJMD56JNWAv,574,Tompouce,1,37.34
7oK8QPjpALxMPLsHsUgmTk,357,Shirt,1,79.64
ryhG5HjZ6hcEjgLqkXa9S6,708,Socks,1,47.37
4BEBtct6ro1FqXzm2Fqqws,157,Book,1,80.07
wizkNgkNDCFHyL4EtDTv2u,676,Socks,1,34.45
b1xCBF7copoJhDNHRJ7n1q,287,Pen,1,38.07
jPVbzHHYYxaSasvQSmsk9M,407,Paper,1,59.13
cs2DMmZwdniWENxDHcQYtH,109,Bread,1,26.71
66DmcRjUBbaEEW3Pxisjug,941,Socks,1,10.05
9pjDDjF9ApeGQtskzRFtkK,901,Bread,1,42.42
aopSSW8J9fQuBYcdS1eoBN,122,Book,1,51.45
1FnqwwherycM5WzpDxpDjS,156,Pen,1,15.51
hqgGQ5minP4e37BYNEBuuL,977,Paper,1,78.1
dKfBfLmod5nZV6dNgx4RGd,364,Book,1,81.08
aM5raQBnTsEXK22W1yTgCm,841,Tompouce,1,3.28
or2PE8ewxb8Tai1FXudTnw,420,Shirt,1,53.91
jLGRZTwCqFRUgnksvFJsFP,207,Curtain,1,61.18
hSsCBdqF1s8P253t7EAddG,479,Tompouce,1,62.79
a95JC1hwWC18HiLUbQAHmw,944,Curtain,1,61.12
fFpmgpny5BuscgTgLfLsFn,650,Paper,1,14.39
1rG8e4a14HvrwtpiNVizRH,694,Towel,1,17.53
aws1Ak8TxDJTv2MuCVz3Nd,368,Shirt,1,52.5
ty8AJ6j1g4LCmA8cr4G3hv,128,Shirt,1,23.71
bhDDjEZCiqaCo6MEZEPRVb,638,Tompouce,1,34.84
fmujT9x7q61NxvAS6Chwg8,206,Shirt,1,24.49
7Mt1nsmVrS2digokuyQxYN,222,Shirt,1,52.57
jy1e1F4VZiUvrA53MxnxXg,333,Tompouce,1,34.78
jNdLD7mWLPVgPDFvNJS3sq,578,Pen,1,39.81
fQVQpc5beggbbGo5C1XuxR,327,Book,1,24.48
bTL2UDDF3pebs8gXbBS4Re,384,Paper,1,15.91
8dhYxdqUcDzJBf5QqrhxLY,333,Towel,1,13.8
7W3o6aR9rqmzboKBrUB6by,712,Curtain,1,36.33
cgNpJGs9tXf5e3nAjSYdw6,179,Book,1,50.07
pHCnMwKQe1eHfSmvywE3H9,447,Curtain,1,36.83
9Dt7WoeYTXBvK6mHVDgbdJ,115,Towel,1,49.48
45eDSpJMRvC6DLabiKnVsr,251,Tompouce,1,76.93
nNj1WLx2Yio1C2qkrckNuy,506,Shirt,1,68.82
dcJmSC24gx1JwUqLyVqaPd,139,Paper,1,69.65
4TTiR6ma7L5E5MsqbgxML1,703,Bread,1,66.76
g6HfRa7XNMPE11bAWGuopZ,965,Curtain,1,82.41
krGhAbTwAmE9ZZjdBmZ3SN,824,Curtain,1,17.3
oARCPF25LsFQzYKjfoXSuL,915,Pen,1,75.52
7mFExEJHkdjHGDLo9ydZ7V,857,Towel,1,47.52
oJXDdi9RzkbDhST9Yt9p9T,194,Tompouce,1,52
eBHiZst64ppwStg3JV1c3w,719,Tompouce,1,27.14
ie3CTdWuKDvJGcLHLuxpCa,869,Towel,1,40.33
oMcvs8JPaXthjQq5Y4b6PX,814,Towel,1,81.16
teu6bo42njUqwgm3rZE1x5,233,Shirt,1,2.42
92cPtNt7BL3J1rS8ucZMRi,628,Pen,1,51.87
2PHnasHpsLUV1rLJDsMfwb,735,Bread,1,67.78
a2AyxktxD3ZrFPhHv2A5bh,282,Pen,1,77.08
h7DTSUiEQo5PCBY9yG7aQd,624,Bread,1,50.64
m6hdNdBfWFCbPtSgyDgMhL,611,Bread,1,42.25
adwJkTjfmfFHkbSqjTvPEV,251,Curtain,1,12.49
tSvQ3UqsYZg1hPPjw8r5oD,403,Socks,1,73.71
382NKHvAdxPvxfPcGWicCG,221,Shirt,1,73.13
nCgRwkAueM3DfvQGRK7scM,656,Shirt,1,70.89
irsekhAKkeFGoQQCTeK9rj,671,Shirt,1,50.34
bustQhsjdx6AbK3z8ZT85j,483,Bread,1,66.29
gHLRWY8KQDW8GEt6XGtF3q,595,Bread,1,31.65
fgQvDZo6NC59wfCSHDV6Wu,765,Curtain,1,69.58
4RMa2dCv6B72uuvBktMyDN,404,Book,1,53.49
sHft8RwMtTK8oUC5BL4ina,789,Pen,1,12.36
68RprXSoFhQxaANvV1Y1zv,880,Pen,1,62.8
5kGejHfAi432drz43ByAKe,629,Socks,1,34.54
2XY9pjfLmpqh2kPxFmBcc7,229,Bread,1,50.2
bcWc68nGgdGV9gm94f13ez,759,Towel,1,53.41
uicy2stvZEiTiegcZbtCAY,493,Book,1,79.08
b2H4n2dS7UseepB8Pg66EN,558,Tompouce,1,60.37
eDUbPaJacJoUXX3fdc481Y,282,Towel,1,56.53
5RKyuJg6StSAP2Ahuba72N,446,Curtain,1,80.56
oHta52r1LAjhK9exXuUeVj,137,Pen,1,77.68
eewZKTEZWdPSFyQrW5bPbg,470,Towel,1,76
1ShuX7bzpPczR45sUVkoRr,681,Towel,1,25.09
oN7LYZyEzqritMzXWi1Twh,736,Tompouce,1,29.2
1pdLHdqihwsNpx66DvE4Ba,632,Shirt,1,45.61
uKHKBDtCrMSSCUUKDMnQZB,896,Shirt,1,69.56
dZU6SXnMYhrhL2SioFppC8,923,Towel,1,9.67
ktHMtGcLMTYbTAZEtgrMep,112,Bread,1,70.32
guqqm5FNQfTn8yMrAcrmSV,100,Book,1,44.11
udkBt6Bfu5TPkSRvPrzBia,877,Curtain,1,54.96
mwfnojmemX9GDGbMJHrma4,511,Curtain,1,18.89
gVDqxnkifamR1gxuL8Y7K4,328,Curtain,1,29.13
s9gZCCZ7ULTn8aja5TL5W7,677,Pen,1,47.52
gekQ2TQdv7nvb1ca8NCXq1,973,Shirt,1,4.85
hMdbhoSjWeA3j4QHMNKGCS,144,Book,1,50.05
aNJcV2yMK5HNPkaPEan8oS,359,Tompouce,1,4.93
ktre8YWk744hpoVbft3ABf,707,Towel,1,79.39
qFd6bEBVvK3ywZvFJGdy2d,301,Book,1,28.46
3SfsPjyxKqESe161XcrxD2,314,Curtain,1,26.24
o36TzJrmaYwe21UGmJrVxx,923,Towel,1,29.87
nt8LuHb1jASNvnTicwnyBE,909,Paper,1,10.71
1myphCSg2tgR8TXHsnN9aD,398,Bread,1,47.6
i5di8cDTHU1kECQ2k6cLMs,712,Curtain,1,42.73
keWsM7fW3rm1aA8zZt7q5Y,922,Paper,1,11.61
8Dh8B9a4GpPngQGJwHuc8H,933,Pen,1,17.43
wfBHMwgxHqmdMe2iX4We86,924,Curtain,1,27.68
sHrRQH5NzKeJvJPPX15Hgy,326,Shirt,1,33.54
2bQxPkSiPcZCcgbdsPfHaM,843,Towel,1,35.89
nMZrRPyVYT2unNPN5mwPFL,895,Book,1,4.21
o8RnfxrUgYRGspdnAgVHSp,825,Bread,1,22.3
hTEymsjaoqAp1YphsdJhqA,500,Curtain,1,21.83
57vWSpyKtVF7qdaj9WwdBj,322,Towel,1,15.06
6bHzUvcFfbqzSjheqFL9D8,198,Book,1,13.21
752ZGmNhVwXzRBoUMMivRP,564,Paper,1,63.67
mAeWKLht28Th53529fBA5k,584,Paper,1,81.95
hrZpnG8zWKf9faY4gVgWMb,822,Towel,1,9.32
6vH4N4RnRiw583bRcMPEnJ,912,Socks,1,38.63
pUAjWRTUUEz3NnEqF2Pczp,836,Book,1,51.94
evxg57B5LfeB4Zgg5vcLfF,487,Tompouce,1,42.85
fCxRdCMzhYaLPZX7eCcctX,429,Shirt,1,56.79
a5k9YHrn6n5CqdoBXgkD4c,927,Shirt,1,8.19
aUSh2jmGZJpm6Nj2paF4tE,534,Tompouce,1,72.17
m8Pw3BKUxeRfiqa89W2ic7,817,Bread,1,75.69
j5jsiwKmFVkAMd9hPGEs35,430,Book,1,4.89
uvthnU6oTVfPUHAeZ1Ae3m,940,Paper,1,37.69
5i9GNsAbDdrqqHrrCFEcZw,854,Paper,1,78.3
n8Q59fmwBwoAEUMye7y8Az,674,Paper,1,1.99
hkVmrxQuyRZVfzVsEWgF64,981,Curtain,1,27.51
4kCAanRBMHDbSMzFgZaPb3,525,Pen,1,39.18
7HMMxcN6Qrh2gsJux4DNfw,310,Book,1,78.93
xzCHEacBTJaPyZP78mFmaJ,342,Tompouce,1,80.32
m88EtnmtSECBJeitF5sLB1,432,Tompouce,1,16.55
9dj9baAsavmymhA4guNhoL,624,Shirt,1,63.3
p77xJRfn5Dzzn3AmXUaRL6,522,Towel,1,60.6
dGCYjpcYcgsCmn9e4XYiQn,797,Book,1,19.91
pMmGcg2jk9Ess7zTpMQP7M,881,Shirt,1,45.88
c8y5pFrMUtUEWTN9wYE7FW,580,Bread,1,59.67
eVZYmtg9QzySdRgAsqGfM1,891,Tompouce,1,18.15
1v46KieW1Q94GF5roLPDA7,175,Book,1,17.28
5PL4yFYkNY3LYfKtTE7pSR,727,Bread,1,73.13
suEvJidaAtwmNpgWD88VNR,268,Socks,1,51.09
wneY2aXch3TryduP9KXydr,962,Curtain,1,11
icLDFzZRyXoseodzdiLXhF,403,Bread,1,29.84
suijHM4pZ6tGp9P66yNFT8,998,Tompouce,1,28.28
h4iRoVTLfYoPpmvq7JgbZw,524,Socks,1,24.54
qopwpeFjvb1PdbYRYGtAhi,355,Pen,1,3.7
uWLz5pB1XPpBMf2kBJM9od,915,Shirt,1,19.7
qmHn3d6ZtnFFjmRKVncDZu,637,Bread,1,30.32
f5mqo2YXa7CGVSHLpamaJS,373,Curtain,1,5.63
5nXQwg1wkFLA6byJLjhTV8,556,Curtain,1,26.54
wQHSqRzWC9uKtTS6Jp747s,146,Paper,1,58.8
1vu3vFizKWD25fyCorgxTw,192,Tompouce,1,51.95
m63rqAqxhRXfG8Ur1jDqGn,996,Book,1,79.79
6uP54o5P38QAvat6ySwvbu,533,Curtain,1,42.71
i4BCsD7MfWUPxJdauXiAZd,721,Book,1,59.43
u6pqKPaf5TcDdpxuhQZR7T,547,Shirt,1,11.35
dhJRJykUt2x3QVAskEXdDQ,999,Towel,1,56.24
6Bmubxojj85WPFSFQRGGeP,929,Shirt,1,66.25
47cNAMnYkDf9i9vRRAJ2yN,147,Shirt,1,21.63
r188Wq2PiWy1B9RwJhiobt,585,Curtain,1,11
b4xzRkHGVbvKGyJGpdWJet,851,Bread,1,28.76
78eYupt1VhYtSYs8aoPEZF,702,Shirt,1,57.91
eSoSYhmyacSRj4d4uKUVLv,328,Book,1,16.86
ntZFapL1e9Esif26axHCFr,386,Book,1,59.96
whJJ29UDtsnJ7U22NvxAUF,632,Paper,1,34.54
1WFJNcaouwrUG89Kth1x3F,348,Paper,1,26.53
vH4HGnJB7wMvGzXnVtaf66,215,Shirt,1,10.67
hju1q4qESCkirEaBarYKS5,771,Socks,1,60.73
9HF1xQwzKVEPBsognNs9eD,263,Curtain,1,51.56
bYnb7myBaqxcGhsEkfgdGs,806,Towel,1,63.15
ssHq96HwvbFzgVS4h3VT9V,308,Towel,1,5.52
3vFvTkNKZvjeee5RJLkKru,654,Towel,1,9.65
89MSRoqQV1WrZ2dceWSFwB,210,Tompouce,1,48.22
dBU2iWE5kcpZCbDpeo6E7Q,647,Bread,1,18.28
sxGUxQR3M6c9PW3nXgj9aj,536,Pen,1,61.72
76BDbQ84HmPGKBf8cKUTLj,861,Tompouce,1,46.52
wMGsREtz9mLUREajY1ERFd,445,Curtain,1,7.01
v6syrH9v864UKr3KLC26Fu,656,Shirt,1,60.44
iLu3r1gKux6Xo2b1uKCQmS,834,Paper,1,32.5
dSbTjbtHw49keR6pLV9bk5,569,Book,1,1.42
76Wmy8uE27F4iUqUvCLm6x,430,Bread,1,5.53
51TjmXt1YvTQxH1cT91z7c,963,Shirt,1,64.68
vvFKJjm5GgeKWzoTunYx1q,657,Book,1,14.68
xwLi1SypTFjYwasP8NmK3G,135,Book,1,51.81
a947VHSRdcgWnwwTQn19Wz,527,Shirt,1,29.33
bmmWYdaakjaQPWkj6KmT2y,120,Curtain,1,7.55
111ZKFyFp886RWkECeAED9,983,Socks,1,54.36
nkGbhQQQf4bAWWh2ANiBBZ,897,Towel,1,42.24
jMhBbv4VqeLbZaQ6f6JHM1,844,Bread,1,65.41
6bZNjdU6utjC4sWPdU5XbE,852,Paper,1,78.98
nTe73FbJ8ktjW1NXKfQLmR,797,Socks,1,38.56
x5uHcDAxMxNNuTPuAJasKh,886,Book,1,50.42
8f7FqqApYivbJwG1HJyrrN,256,Towel,1,19.53
9a3dcvsfqKuVL3pnRiht98,765,Book,1,54.14
9fbQm5MjXLUjXEzvXa1thu,770,Tompouce,1,26.64
nMBsqsNk3SSB8oTUjyYNVc,624,Bread,1,71.19
iDei1aa3ULZxNgVvcP9DZ8,516,Socks,1,75.3
jQPB8UZyU5zeDBATQWb8ZG,400,Book,1,10.66
1nr7daAhhoUBCCDsVEhWK6,366,Book,1,47.23
mX92aPcU3jfv7E8THPJTB7,252,Paper,1,76.68
eB5KSGkK53ERZFNJABeoJD,961,Pen,1,68.36
ichu4x6WXAoTQQkF6D7oYn,464,Curtain,1,28.49
pq59H61GEXLHF7gKCmdF2h,174,Towel,1,52.19
cx8W1JrusJERca1zYT3xGX,861,Bread,1,37.11
8tXhu5xNfamxqz6e6EbEHV,277,Paper,1,50.62
kRpcZboBKVFGZeuGNWPM1e,180,Curtain,1,66.38
u4YxkwBRtgH916sjAmJP9G,821,Pen,1,18.92
cZ2kVan1dPZQhj6PyeJtTS,556,Shirt,1,12.82
q1xyjVvqsSo27tktd6Jeax,641,Socks,1,53.24
k3gNMARdWLv7R7MiY8s5bu,982,Curtain,1,21.55
jUN6YheFmLNEuyJpXtRvsv,952,Towel,1,43.6
8CMC3AfDqvGMYXQTwsBJ8T,421,Socks,1,39.35
1jQnmt2HtffrX2hGkYd3x9,418,Bread,1,56.6
1Xdyqosg23VS5G9rjTqqFK,544,Book,1,38.09
vT4EeTK2tbfoiniN5XpeKJ,390,Curtain,1,12.34
gZqPQtzyEWHNaCGz5ixf5w,439,Book,1,33
k7qyzG65R39b9aawBgyZKN,927,Book,1,25.86
wQ7yDW5M5bcB6WJnPUC6ea,983,Pen,1,38.47
s93o9j9gybfFg6KoL7U9qr,657,Curtain,1,70.86
sSadszoFhvsf1V8KXhLn7j,632,Tompouce,1,53.69
eoWCB41eA7uJn9EiXfo9bb,812,Pen,1,47.41
aUWLQCqaPrw76Nxsmqt2tv,913,Book,1,75.19
5AXCXtF9bB6iXKNiH1DLPA,870,Tompouce,1,77.89
mYCQwTBwgcfdNRyiw9AfHv,585,Paper,1,4.2
aEBk5SzWZAX6MbPE9WmTj6,709,Shirt,1,75.99
7cGZa2xJmBT7Rq2sBaGyUf,381,Book,1,37.7
e52QgQmvyrUTiJbk4HDFvH,568,Socks,1,4.27
83rvGyP9LvYR1m5XFfVJCz,444,Pen,1,61.5
423VYwoYZt5simhm4yX176,540,Pen,1,58.77
aqePq5Z9SFrNwYZDYBLJwD,705,Book,1,44.93
pHbWiTBxSppR2duzh8UuvZ,577,Bread,1,10.42
uv8PdwaaqMvstouWdjvodf,326,Paper,1,49.01
wuwgq4rcVbBmb3ZsuePVY7,506,Paper,1,33.13
pPobYgZpmBu4Pc6C4zxAaE,129,Bread,1,46.12
8nA46eMUStniwKitY8v6NG,285,Towel,1,11.41
8rS6VBNv8ywQF2HiUZNdN1,569,Book,1,28.29
j8s5Ss9aiJgsu7DUPSfssV,921,Paper,1,45.64
sAUnf7goCVpbQ3fwd8H1kG,670,Pen,1,57.36
cWj4rdA1LHCiQhEfexUvX8,758,Bread,1,72.76
1CT3FyJxP5vdGp44ZQicb5,215,Shirt,1,66.69
pLfFGvpxeADNxGodwJuN8w,820,Paper,1,67.72
wD57qv5NF6iVk5yXeLhg4f,689,Curtain,1,46.54
kqCatS1QHDfXiabFS51bgD,961,Pen,1,36.97
eV3WF3jmu85JeHsB4vM6Zc,810,Socks,1,12.65
qQg4yuwD4n6imWeGvW4V6S,531,Bread,1,63.99
uRrWDEbZW2NTEpMfyFGSdf,850,Tompouce,1,63.67
3ZRNzwXf56KhqF3vRLYRDC,181,Pen,1,10.8
ehLrPbrvoAdMuDncSjKqpR,610,Curtain,1,32.55
krGvBA191PMujoMA8GVwcL,191,Book,1,45.08
uZ427LDRzSqjNVznnPsfzj,863,Towel,1,37.29
5HcoVEsRbf6qFt8UZBWWZs,454,Bread,1,49.09
sm4ximrE562fd1u51QVXjk,339,Shirt,1,78.3
b1iLimGgPxFKdZnNgnnrtr,728,Book,1,24.16
aQoPf1kxHrrvSM59SzbPMc,680,Book,1,38.58
sWVMRVdXJKLEMv62okDZ2i,752,Pen,1,71.46
a1ogJuqMLx5fbnMQWTffDs,597,Bread,1,55.08
99XwyNd81PrSyn4Eqz969a,933,Bread,1,41.87
bWMtixyDidmZKFQcNfReTQ,575,Book,1,34.43
gCaXruTQNPq3Smv7qEmQLf,221,Bread,1,73.2
kbCc5Tztr7LNTYMFAyeN5G,400,Tompouce,1,76.09
okXA4HHASptCn1xPetCT9v,236,Towel,1,23.57
eegyXwunCTwXbCUWj7mY5V,112,Paper,1,17.01
qkyTeDtgZwJwyvuiuoBS1o,179,Book,1,2.38
1ZjqGMMBVCqYQqY98ECNEy,878,Curtain,1,46.22
2CCxFnhtVffjgPVWQnHTiw,754,Shirt,1,10.14
6J38yDUGs1gsLQky8mhN9x,229,Socks,1,32.34
7223mv1YPaVsNfLV2amhgo,776,Tompouce,1,21.18
w3xGBBgXcHM9H4QiedCTEy,965,Socks,1,48.32
eQnmonBJhSopuGpdgacgvc,597,Tompouce,1,55.67
o3JZPWbHJB8jE7h6HhstEo,282,Towel,1,45.69
4X1TvS1nRZkDBTY3t9FheA,669,Paper,1,66.16
woKH6dBYeVRiv2nra2ZRgz,317,Curtain,1,63.27
6KbHK9zLMTTsCLY8AuX8AN,300,Shirt,1,63.55
c5GQNtnivV8F2UnNFsBQP4,700,Towel,1,14.45
fYkkx9YNUEyFmxYXHMJRDq,890,Socks,1,79.02
eKKaXpTT1RL2ihQEmABcdM,263,Book,1,27.6
uwnDQvepT6qnC7pAJujHej,672,Book,1,67.8
oqVM5ycvpuqpjupRjXwcSs,569,Tompouce,1,63.82
7c3uNTHwrwysoZZe2WbCU3,228,Pen,1,13.37
28JpkLNHj4m5jZSEJGUwjt,216,Book,1,9.87
s4W6G7on5n2nxDLF7LrbCL,172,Towel,1,45.18
7YgrG1PJ5WpiVnD3tDSup2,593,Towel,1,2.46
hvmHcGoDo8uARB2AvWPpjT,421,Tompouce,1,3.65
74u6hTc98kTUSmV5fjYXna,726,Socks,1,46.93
cMcXfuKaoTrAjLT93ZyiYq,773,Tompouce,1,59.56
bxGWfc7wX6KJmwjCQ6iQXV,400,Paper,1,77.98
9MPJdycNsX51Ks1ZrrMHCf,740,Towel,1,12.7
guyyGoPfbBwMJgGSBWF3ne,288,Pen,1,31.6
aMpThkctf2gNkX8qM7GMsD,119,Paper,1,5.51
4NhFipS9KjAJU7EPrSNh1r,840,Paper,1,31
gmCus3FhhgpiMcwjRYdegq,603,Book,1,65.56
bBmJqb4ENQUceAPQrU4HSh,892,Shirt,1,76.26
